1.050948e-01	-9.944624e-01	1.899900e+01
1.056611e-01	-9.944026e-01	1.899800e+01
1.062273e-01	-9.943425e-01	1.899700e+01
1.067935e-01	-9.942821e-01	1.899600e+01
1.073596e-01	-9.942213e-01	1.899500e+01
1.079257e-01	-9.941603e-01	1.899400e+01
1.084918e-01	-9.940989e-01	1.899300e+01
1.090578e-01	-9.940371e-01	1.899200e+01
1.096237e-01	-9.939751e-01	1.899100e+01
1.101897e-01	-9.939127e-01	1.899000e+01
1.107555e-01	-9.938500e-01	1.898900e+01
1.113214e-01	-9.937870e-01	1.898800e+01
1.118872e-01	-9.937236e-01	1.898700e+01
1.124529e-01	-9.936600e-01	1.898600e+01
1.130186e-01	-9.935960e-01	1.898500e+01
1.135842e-01	-9.935317e-01	1.898400e+01
1.141498e-01	-9.934670e-01	1.898300e+01
1.147154e-01	-9.934021e-01	1.898200e+01
1.152809e-01	-9.933368e-01	1.898100e+01
1.158464e-01	-9.932712e-01	1.898000e+01
1.164118e-01	-9.932052e-01	1.897900e+01
1.169772e-01	-9.931390e-01	1.897800e+01
1.175425e-01	-9.930724e-01	1.897700e+01
1.181078e-01	-9.930055e-01	1.897600e+01
1.186730e-01	-9.929383e-01	1.897500e+01
1.192382e-01	-9.928708e-01	1.897400e+01
1.198033e-01	-9.928029e-01	1.897300e+01
1.203684e-01	-9.927347e-01	1.897200e+01
1.209335e-01	-9.926662e-01	1.897100e+01
1.214985e-01	-9.925973e-01	1.897000e+01
1.220634e-01	-9.925282e-01	1.896900e+01
1.226283e-01	-9.924587e-01	1.896800e+01
1.231931e-01	-9.923889e-01	1.896700e+01
1.237579e-01	-9.923188e-01	1.896600e+01
1.243227e-01	-9.922483e-01	1.896500e+01
1.248874e-01	-9.921776e-01	1.896400e+01
1.254520e-01	-9.921065e-01	1.896300e+01
1.260166e-01	-9.920350e-01	1.896200e+01
1.265812e-01	-9.919633e-01	1.896100e+01
1.271457e-01	-9.918912e-01	1.896000e+01
1.277101e-01	-9.918189e-01	1.895900e+01
1.282745e-01	-9.917462e-01	1.895800e+01
1.288389e-01	-9.916731e-01	1.895700e+01
1.294032e-01	-9.915998e-01	1.895600e+01
1.299674e-01	-9.915261e-01	1.895500e+01
1.305316e-01	-9.914521e-01	1.895400e+01
1.310958e-01	-9.913778e-01	1.895300e+01
1.316599e-01	-9.913032e-01	1.895200e+01
1.322239e-01	-9.912282e-01	1.895100e+01
1.327879e-01	-9.911529e-01	1.895000e+01
1.333518e-01	-9.910773e-01	1.894900e+01
1.339157e-01	-9.910014e-01	1.894800e+01
1.344795e-01	-9.909251e-01	1.894700e+01
1.350433e-01	-9.908486e-01	1.894600e+01
1.356070e-01	-9.907717e-01	1.894500e+01
1.361707e-01	-9.906945e-01	1.894400e+01
1.367343e-01	-9.906169e-01	1.894300e+01
1.372979e-01	-9.905391e-01	1.894200e+01
1.378614e-01	-9.904609e-01	1.894100e+01
1.384249e-01	-9.903824e-01	1.894000e+01
1.389883e-01	-9.903036e-01	1.893900e+01
1.395516e-01	-9.902244e-01	1.893800e+01
1.401149e-01	-9.901450e-01	1.893700e+01
1.406782e-01	-9.900652e-01	1.893600e+01
1.412413e-01	-9.899851e-01	1.893500e+01
1.418045e-01	-9.899046e-01	1.893400e+01
1.423676e-01	-9.898239e-01	1.893300e+01
1.429306e-01	-9.897428e-01	1.893200e+01
1.434935e-01	-9.896614e-01	1.893100e+01
1.440565e-01	-9.895797e-01	1.893000e+01
1.446193e-01	-9.894977e-01	1.892900e+01
1.451821e-01	-9.894153e-01	1.892800e+01
1.457449e-01	-9.893326e-01	1.892700e+01
1.463075e-01	-9.892496e-01	1.892600e+01
1.468702e-01	-9.891663e-01	1.892500e+01
1.474327e-01	-9.890827e-01	1.892400e+01
1.479953e-01	-9.889987e-01	1.892300e+01
1.485577e-01	-9.889144e-01	1.892200e+01
1.491201e-01	-9.888298e-01	1.892100e+01
1.496825e-01	-9.887449e-01	1.892000e+01
1.502448e-01	-9.886597e-01	1.891900e+01
1.508070e-01	-9.885741e-01	1.891800e+01
1.513692e-01	-9.884882e-01	1.891700e+01
1.519313e-01	-9.884020e-01	1.891600e+01
1.524933e-01	-9.883155e-01	1.891500e+01
1.530553e-01	-9.882286e-01	1.891400e+01
1.536173e-01	-9.881415e-01	1.891300e+01
1.541791e-01	-9.880540e-01	1.891200e+01
1.547410e-01	-9.879662e-01	1.891100e+01
1.553027e-01	-9.878780e-01	1.891000e+01
1.558644e-01	-9.877896e-01	1.890900e+01
1.564261e-01	-9.877008e-01	1.890800e+01
1.569876e-01	-9.876117e-01	1.890700e+01
1.575492e-01	-9.875223e-01	1.890600e+01
1.581106e-01	-9.874326e-01	1.890500e+01
1.586720e-01	-9.873425e-01	1.890400e+01
1.592334e-01	-9.872522e-01	1.890300e+01
1.597946e-01	-9.871615e-01	1.890200e+01
1.603559e-01	-9.870705e-01	1.890100e+01
1.609170e-01	-9.869791e-01	1.890000e+01
1.614781e-01	-9.868875e-01	1.889900e+01
1.620391e-01	-9.867955e-01	1.889800e+01
1.626001e-01	-9.867032e-01	1.889700e+01
1.631610e-01	-9.866106e-01	1.889600e+01
1.637219e-01	-9.865177e-01	1.889500e+01
1.642827e-01	-9.864244e-01	1.889400e+01
1.648434e-01	-9.863309e-01	1.889300e+01
1.654040e-01	-9.862370e-01	1.889200e+01
1.659646e-01	-9.861428e-01	1.889100e+01
1.665252e-01	-9.860482e-01	1.889000e+01
1.670857e-01	-9.859534e-01	1.888900e+01
1.676461e-01	-9.858582e-01	1.888800e+01
1.682064e-01	-9.857627e-01	1.888700e+01
1.687667e-01	-9.856669e-01	1.888600e+01
1.693269e-01	-9.855708e-01	1.888500e+01
1.698871e-01	-9.854744e-01	1.888400e+01
1.704472e-01	-9.853776e-01	1.888300e+01
1.710072e-01	-9.852805e-01	1.888200e+01
1.715671e-01	-9.851831e-01	1.888100e+01
1.721270e-01	-9.850854e-01	1.888000e+01
1.726869e-01	-9.849874e-01	1.887900e+01
1.732466e-01	-9.848890e-01	1.887800e+01
1.738063e-01	-9.847903e-01	1.887700e+01
1.743660e-01	-9.846914e-01	1.887600e+01
1.749255e-01	-9.845920e-01	1.887500e+01
1.754850e-01	-9.844924e-01	1.887400e+01
1.760445e-01	-9.843925e-01	1.887300e+01
1.766038e-01	-9.842922e-01	1.887200e+01
1.771632e-01	-9.841916e-01	1.887100e+01
1.777224e-01	-9.840907e-01	1.887000e+01
1.782816e-01	-9.839895e-01	1.886900e+01
1.788407e-01	-9.838879e-01	1.886800e+01
1.793997e-01	-9.837861e-01	1.886700e+01
1.799587e-01	-9.836839e-01	1.886600e+01
1.805176e-01	-9.835814e-01	1.886500e+01
1.810764e-01	-9.834786e-01	1.886400e+01
1.816352e-01	-9.833754e-01	1.886300e+01
1.821939e-01	-9.832720e-01	1.886200e+01
1.827525e-01	-9.831682e-01	1.886100e+01
1.833111e-01	-9.830641e-01	1.886000e+01
