1.000000e+00	5.694287e-04	1.899900e+01
9.999998e-01	1.138848e-03	1.899800e+01
9.999992e-01	1.708259e-03	1.899700e+01
9.999983e-01	2.277660e-03	1.899600e+01
9.999970e-01	2.847052e-03	1.899500e+01
9.999955e-01	3.416434e-03	1.899400e+01
9.999936e-01	3.985806e-03	1.899300e+01
9.999913e-01	4.555168e-03	1.899200e+01
9.999888e-01	5.124520e-03	1.899100e+01
9.999859e-01	5.693861e-03	1.899000e+01
9.999827e-01	6.263192e-03	1.898900e+01
9.999792e-01	6.832512e-03	1.898800e+01
9.999753e-01	7.401820e-03	1.898700e+01
9.999711e-01	7.971118e-03	1.898600e+01
9.999666e-01	8.540404e-03	1.898500e+01
9.999618e-01	9.109678e-03	1.898400e+01
9.999566e-01	9.678941e-03	1.898300e+01
9.999511e-01	1.024819e-02	1.898200e+01
9.999453e-01	1.081743e-02	1.898100e+01
9.999392e-01	1.138666e-02	1.898000e+01
9.999327e-01	1.195587e-02	1.897900e+01
9.999259e-01	1.252507e-02	1.897800e+01
9.999188e-01	1.309426e-02	1.897700e+01
9.999114e-01	1.366343e-02	1.897600e+01
9.999036e-01	1.423259e-02	1.897500e+01
9.998955e-01	1.480174e-02	1.897400e+01
9.998871e-01	1.537088e-02	1.897300e+01
9.998783e-01	1.594000e-02	1.897200e+01
9.998692e-01	1.650910e-02	1.897100e+01
9.998598e-01	1.707820e-02	1.897000e+01
9.998501e-01	1.764727e-02	1.896900e+01
9.998401e-01	1.821634e-02	1.896800e+01
9.998297e-01	1.878539e-02	1.896700e+01
9.998190e-01	1.935442e-02	1.896600e+01
9.998079e-01	1.992344e-02	1.896500e+01
9.997966e-01	2.049244e-02	1.896400e+01
9.997849e-01	2.106143e-02	1.896300e+01
9.997729e-01	2.163040e-02	1.896200e+01
9.997606e-01	2.219936e-02	1.896100e+01
9.997479e-01	2.276830e-02	1.896000e+01
9.997349e-01	2.333722e-02	1.895900e+01
9.997216e-01	2.390613e-02	1.895800e+01
9.997080e-01	2.447502e-02	1.895700e+01
9.996940e-01	2.504389e-02	1.895600e+01
9.996797e-01	2.561275e-02	1.895500e+01
9.996651e-01	2.618158e-02	1.895400e+01
9.996502e-01	2.675041e-02	1.895300e+01
9.996349e-01	2.731921e-02	1.895200e+01
9.996193e-01	2.788800e-02	1.895100e+01
9.996034e-01	2.845676e-02	1.895000e+01
9.995871e-01	2.902551e-02	1.894900e+01
9.995706e-01	2.959425e-02	1.894800e+01
9.995537e-01	3.016296e-02	1.894700e+01
9.995365e-01	3.073165e-02	1.894600e+01
9.995189e-01	3.130033e-02	1.894500e+01
9.995010e-01	3.186898e-02	1.894400e+01
9.994828e-01	3.243762e-02	1.894300e+01
9.994643e-01	3.300624e-02	1.894200e+01
9.994455e-01	3.357484e-02	1.894100e+01
9.994263e-01	3.414341e-02	1.894000e+01
9.994068e-01	3.471197e-02	1.893900e+01
9.993870e-01	3.528051e-02	1.893800e+01
9.993668e-01	3.584903e-02	1.893700e+01
9.993464e-01	3.641752e-02	1.893600e+01
9.993256e-01	3.698600e-02	1.893500e+01
9.993044e-01	3.755445e-02	1.893400e+01
9.992830e-01	3.812289e-02	1.893300e+01
9.992612e-01	3.869130e-02	1.893200e+01
