1.000000e+00	1.466646e+00	1.899900e+01	-6.139298e-05	-1.587155e-01	2.787299e-01
1.000000e+00	1.467215e+00	1.899800e+01	-6.078162e-05	-1.587129e-01	2.787298e-01
1.000001e+00	1.467785e+00	1.899700e+01	-6.016987e-05	-1.587104e-01	2.787296e-01
1.000001e+00	1.468354e+00	1.899600e+01	-5.955773e-05	-1.587078e-01	2.787295e-01
1.000001e+00	1.468924e+00	1.899500e+01	-5.894521e-05	-1.587052e-01	2.787294e-01
1.000001e+00	1.469493e+00	1.899400e+01	-5.833230e-05	-1.587026e-01	2.787293e-01
1.000002e+00	1.470062e+00	1.899300e+01	-5.771900e-05	-1.587000e-01	2.787292e-01
1.000002e+00	1.470632e+00	1.899200e+01	-5.710530e-05	-1.586974e-01	2.787291e-01
1.000002e+00	1.471201e+00	1.899100e+01	-5.649122e-05	-1.586948e-01	2.787289e-01
1.000002e+00	1.471770e+00	1.899000e+01	-5.587674e-05	-1.586923e-01	2.787288e-01
1.000002e+00	1.472340e+00	1.898900e+01	-5.526187e-05	-1.586897e-01	2.787287e-01
1.000003e+00	1.472909e+00	1.898800e+01	-5.464661e-05	-1.586871e-01	2.787286e-01
1.000003e+00	1.473478e+00	1.898700e+01	-5.403095e-05	-1.586845e-01	2.787285e-01
1.000003e+00	1.474048e+00	1.898600e+01	-5.341490e-05	-1.586819e-01	2.787284e-01
1.000003e+00	1.474617e+00	1.898500e+01	-5.279845e-05	-1.586794e-01	2.787283e-01
1.000003e+00	1.475186e+00	1.898400e+01	-5.218161e-05	-1.586768e-01	2.787282e-01
1.000003e+00	1.475756e+00	1.898300e+01	-5.156437e-05	-1.586742e-01	2.787281e-01
1.000004e+00	1.476325e+00	1.898200e+01	-5.094673e-05	-1.586716e-01	2.787280e-01
1.000004e+00	1.476894e+00	1.898100e+01	-5.032869e-05	-1.586691e-01	2.787279e-01
1.000004e+00	1.477463e+00	1.898000e+01	-4.971026e-05	-1.586665e-01	2.787278e-01
1.000004e+00	1.478033e+00	1.897900e+01	-4.909142e-05	-1.586639e-01	2.787277e-01
1.000004e+00	1.478602e+00	1.897800e+01	-4.847218e-05	-1.586613e-01	2.787276e-01
1.000005e+00	1.479171e+00	1.897700e+01	-4.785254e-05	-1.586588e-01	2.787275e-01
1.000005e+00	1.479740e+00	1.897600e+01	-4.723250e-05	-1.586562e-01	2.787274e-01
1.000005e+00	1.480310e+00	1.897500e+01	-4.661206e-05	-1.586536e-01	2.787273e-01
1.000005e+00	1.480879e+00	1.897400e+01	-4.599122e-05	-1.586511e-01	2.787272e-01
1.000005e+00	1.481448e+00	1.897300e+01	-4.536997e-05	-1.586485e-01	2.787271e-01
1.000005e+00	1.482017e+00	1.897200e+01	-4.474831e-05	-1.586459e-01	2.787270e-01
1.000006e+00	1.482586e+00	1.897100e+01	-4.412625e-05	-1.586434e-01	2.787269e-01
1.000006e+00	1.483156e+00	1.897000e+01	-4.350378e-05	-1.586408e-01	2.787268e-01
1.000006e+00	1.483725e+00	1.896900e+01	-4.288091e-05	-1.586382e-01	2.787268e-01
