5.000000e+00	-4.923358e-05	2.685521e-03	-1.550014e-01	-4.327297e-02	-5.461471e-01
1.000000e+01	-3.357855e-08	1.569943e-02	-1.549979e-01	1.579385e-02	2.230574e-01
1.100000e+01	2.530138e-06	4.659071e-03	-1.549968e-01	8.585036e-03	7.923885e-02
1.200000e+01	7.307030e-06	7.638831e-04	-1.549979e-01	5.872356e-03	4.324577e-02
1.300000e+01	9.576930e-07	-1.036479e-03	-1.549978e-01	3.875648e-03	3.414601e-02
1.400000e+01	5.436697e-06	-1.697982e-03	-1.549942e-01	2.215379e-03	3.033561e-02
1.500000e+01	3.424399e-06	-1.668675e-03	-1.549972e-01	9.662411e-04	2.599222e-02
1.600000e+01	2.064820e-05	-1.285500e-03	-1.549656e-01	1.828781e-04	2.179188e-02
1.700000e+01	-5.212149e-06	-8.721326e-04	-1.550045e-01	-2.266616e-04	1.896371e-02
1.800000e+01	-3.315189e-06	-4.901622e-04	-1.550045e-01	-3.684707e-04	1.770447e-02
1.900000e+01	1.861212e-05	-1.819760e-04	-1.549461e-01	-3.441569e-04	1.766794e-02
2.000000e+01	-7.948004e-06	-5.130631e-05	-1.550233e-01	-2.869223e-04	1.801838e-02
