0.000000e+00 0.000000e+00 4.700000e-01 1.000000e+00 -5.300000e-01 0.000000e+00
1.000000e-03 4.764456e-04 4.759910e-01 9.994695e-01 -5.305302e-01 -4.765972e-07
2.000000e-03 9.519823e-04 4.750826e-01 9.989389e-01 -5.305288e-01 -1.905177e-06
3.000000e-03 1.426611e-03 4.741752e-01 9.984084e-01 -5.305264e-01 -4.283921e-06
4.000000e-03 1.900333e-03 4.732689e-01 9.978779e-01 -5.305231e-01 -7.611016e-06
5.000000e-03 2.373149e-03 4.723637e-01 9.973474e-01 -5.305188e-01 -1.188465e-05
6.000000e-03 2.845061e-03 4.714595e-01 9.968169e-01 -5.305136e-01 -1.710301e-05
7.000000e-03 3.316069e-03 4.705564e-01 9.962863e-01 -5.305074e-01 -2.326429e-05
8.000000e-03 3.786174e-03 4.696544e-01 9.957558e-01 -5.305003e-01 -3.036668e-05
9.000000e-03 4.255378e-03 4.687533e-01 9.952253e-01 -5.304923e-01 -3.840839e-05
1.000000e-02 4.723681e-03 4.678534e-01 9.946949e-01 -5.304834e-01 -4.738759e-05
1.100000e-02 5.191085e-03 4.669545e-01 9.941644e-01 -5.304735e-01 -5.730251e-05
1.200000e-02 5.657590e-03 4.660567e-01 9.936339e-01 -5.304627e-01 -6.815134e-05
1.300000e-02 6.123199e-03 4.651599e-01 9.931034e-01 -5.304509e-01 -7.993227e-05
1.400000e-02 6.587911e-03 4.642642e-01 9.925730e-01 -5.304383e-01 -9.264353e-05
1.500000e-02 7.051727e-03 4.633695e-01 9.920426e-01 -5.304247e-01 -1.062833e-04
1.600000e-02 7.514650e-03 4.624759e-01 9.915122e-01 -5.304102e-01 -1.208498e-04
1.700000e-02 7.976679e-03 4.615833e-01 9.909818e-01 -5.303947e-01 -1.363413e-04
1.800000e-02 8.437817e-03 4.606918e-01 9.904514e-01 -5.303784e-01 -1.527560e-04
1.900000e-02 8.898063e-03 4.598013e-01 9.899210e-01 -5.303611e-01 -1.700920e-04
2.000000e-02 9.357420e-03 4.589119e-01 9.893906e-01 -5.303430e-01 -1.883476e-04
2.100000e-02 9.815887e-03 4.580235e-01 9.888603e-01 -5.303239e-01 -2.075211e-04
2.200000e-02 1.027347e-02 4.571362e-01 9.883300e-01 -5.303039e-01 -2.276106e-04
2.300000e-02 1.073016e-02 4.562499e-01 9.877997e-01 -5.302831e-01 -2.486144e-04
2.400000e-02 1.118597e-02 4.553647e-01 9.872694e-01 -5.302613e-01 -2.705306e-04
2.500000e-02 1.164089e-02 4.544805e-01 9.867392e-01 -5.302386e-01 -2.933576e-04
2.600000e-02 1.209493e-02 4.535974e-01 9.862090e-01 -5.302150e-01 -3.170936e-04
2.700000e-02 1.254809e-02 4.527153e-01 9.856787e-01 -5.301906e-01 -3.417368e-04
2.800000e-02 1.300036e-02 4.518343e-01 9.851486e-01 -5.301652e-01 -3.672854e-04
2.900000e-02 1.345175e-02 4.509543e-01 9.846184e-01 -5.301389e-01 -3.937376e-04
3.000000e-02 1.390227e-02 4.500754e-01 9.840883e-01 -5.301118e-01 -4.210918e-04
3.100000e-02 1.435191e-02 4.491975e-01 9.835582e-01 -5.300838e-01 -4.493461e-04
3.200000e-02 1.480066e-02 4.483206e-01 9.830281e-01 -5.300549e-01 -4.784988e-04
3.300000e-02 1.524855e-02 4.474448e-01 9.824981e-01 -5.300251e-01 -5.085482e-04
3.400000e-02 1.569555e-02 4.465700e-01 9.819681e-01 -5.299944e-01 -5.394924e-04
3.500000e-02 1.614169e-02 4.456963e-01 9.814381e-01 -5.299628e-01 -5.713298e-04
3.600000e-02 1.658695e-02 4.448236e-01 9.809082e-01 -5.299304e-01 -6.040586e-04
3.700000e-02 1.703133e-02 4.439519e-01 9.803782e-01 -5.298971e-01 -6.376770e-04
3.800000e-02 1.747485e-02 4.430813e-01 9.798484e-01 -5.298630e-01 -6.721834e-04
3.900000e-02 1.791750e-02 4.422117e-01 9.793185e-01 -5.298279e-01 -7.075758e-04
4.000000e-02 1.835927e-02 4.413432e-01 9.787887e-01 -5.297920e-01 -7.438528e-04
4.100000e-02 1.880018e-02 4.404757e-01 9.782589e-01 -5.297553e-01 -7.810124e-04
4.200000e-02 1.924023e-02 4.396092e-01 9.777292e-01 -5.297176e-01 -8.190529e-04
4.300000e-02 1.967940e-02 4.387438e-01 9.771995e-01 -5.296791e-01 -8.579727e-04
4.400000e-02 2.011771e-02 4.378794e-01 9.766698e-01 -5.296398e-01 -8.977700e-04
4.500000e-02 2.055516e-02 4.370160e-01 9.761402e-01 -5.295996e-01 -9.384430e-04
4.600000e-02 2.099175e-02 4.361537e-01 9.756106e-01 -5.295585e-01 -9.799900e-04
4.700000e-02 2.142747e-02 4.352924e-01 9.750811e-01 -5.295166e-01 -1.022409e-03
4.800000e-02 2.186233e-02 4.344322e-01 9.745516e-01 -5.294739e-01 -1.065699e-03
4.900000e-02 2.229633e-02 4.335730e-01 9.740222e-01 -5.294303e-01 -1.109858e-03
5.000000e-02 2.272948e-02 4.327148e-01 9.734927e-01 -5.293858e-01 -1.154884e-03
5.100000e-02 2.316176e-02 4.318576e-01 9.729634e-01 -5.293406e-01 -1.200775e-03
5.200000e-02 2.359319e-02 4.310015e-01 9.724341e-01 -5.292944e-01 -1.247531e-03
5.300000e-02 2.402377e-02 4.301464e-01 9.719048e-01 -5.292475e-01 -1.295148e-03
5.400000e-02 2.445349e-02 4.292923e-01 9.713756e-01 -5.291997e-01 -1.343625e-03
5.500000e-02 2.488235e-02 4.284393e-01 9.708464e-01 -5.291510e-01 -1.392961e-03
5.600000e-02 2.531037e-02 4.275873e-01 9.703173e-01 -5.291016e-01 -1.443154e-03
5.700000e-02 2.573753e-02 4.267363e-01 9.697882e-01 -5.290513e-01 -1.494202e-03
5.800000e-02 2.616384e-02 4.258864e-01 9.692592e-01 -5.290001e-01 -1.546103e-03
5.900000e-02 2.658930e-02 4.250375e-01 9.687302e-01 -5.289482e-01 -1.598857e-03
6.000000e-02 2.701391e-02 4.241896e-01 9.682013e-01 -5.288954e-01 -1.652460e-03
6.100000e-02 2.743768e-02 4.233427e-01 9.676724e-01 -5.288418e-01 -1.706912e-03
6.200000e-02 2.786060e-02 4.224968e-01 9.671436e-01 -5.287874e-01 -1.762210e-03
6.300000e-02 2.828267e-02 4.216520e-01 9.666148e-01 -5.287322e-01 -1.818354e-03
6.400000e-02 2.870390e-02 4.208082e-01 9.660861e-01 -5.286761e-01 -1.875340e-03
6.500000e-02 2.912429e-02 4.199654e-01 9.655575e-01 -5.286193e-01 -1.933169e-03
6.600000e-02 2.954384e-02 4.191237e-01 9.650289e-01 -5.285616e-01 -1.991837e-03
6.700000e-02 2.996254e-02 4.182830e-01 9.645003e-01 -5.285031e-01 -2.051344e-03
6.800000e-02 3.038040e-02 4.174432e-01 9.639719e-01 -5.284438e-01 -2.111687e-03
6.900000e-02 3.079743e-02 4.166045e-01 9.634435e-01 -5.283838e-01 -2.172865e-03
7.000000e-02 3.121361e-02 4.157669e-01 9.629151e-01 -5.283229e-01 -2.234876e-03
7.100000e-02 3.162896e-02 4.149302e-01 9.623868e-01 -5.282612e-01 -2.297718e-03
7.200000e-02 3.204347e-02 4.140946e-01 9.618586e-01 -5.281987e-01 -2.361391e-03
7.300000e-02 3.245715e-02 4.132600e-01 9.613304e-01 -5.281354e-01 -2.425892e-03
7.400000e-02 3.286999e-02 4.124264e-01 9.608023e-01 -5.280713e-01 -2.491219e-03
7.500000e-02 3.328200e-02 4.115938e-01 9.602743e-01 -5.280064e-01 -2.557371e-03
7.600000e-02 3.369318e-02 4.107622e-01 9.597463e-01 -5.279408e-01 -2.624347e-03
7.700000e-02 3.410353e-02 4.099317e-01 9.592184e-01 -5.278743e-01 -2.692143e-03
7.800000e-02 3.451304e-02 4.091022e-01 9.586906e-01 -5.278071e-01 -2.760760e-03
7.900000e-02 3.492173e-02 4.082736e-01 9.581628e-01 -5.277391e-01 -2.830195e-03
8.000000e-02 3.532959e-02 4.074461e-01 9.576351e-01 -5.276702e-01 -2.900446e-03
8.100000e-02 3.573662e-02 4.066196e-01 9.571074e-01 -5.276007e-01 -2.971513e-03
8.200000e-02 3.614283e-02 4.057942e-01 9.565799e-01 -5.275303e-01 -3.043392e-03
8.300000e-02 3.654821e-02 4.049697e-01 9.560524e-01 -5.274592e-01 -3.116084e-03
8.400000e-02 3.695277e-02 4.041462e-01 9.555250e-01 -5.273872e-01 -3.189585e-03
8.500000e-02 3.735651e-02 4.033238e-01 9.549976e-01 -5.273146e-01 -3.263894e-03
8.600000e-02 3.775942e-02 4.025024e-01 9.544703e-01 -5.272411e-01 -3.339010e-03
8.700000e-02 3.816151e-02 4.016819e-01 9.539431e-01 -5.271669e-01 -3.414931e-03
8.800000e-02 3.856278e-02 4.008625e-01 9.534160e-01 -5.270919e-01 -3.491656e-03
8.900000e-02 3.896324e-02 4.000441e-01 9.528889e-01 -5.270161e-01 -3.569182e-03
9.000000e-02 3.936287e-02 3.992267e-01 9.523620e-01 -5.269396e-01 -3.647508e-03
9.100000e-02 3.976169e-02 3.984103e-01 9.518351e-01 -5.268623e-01 -3.726633e-03
9.200000e-02 4.015969e-02 3.975949e-01 9.513082e-01 -5.267843e-01 -3.806554e-03
9.300000e-02 4.055688e-02 3.967805e-01 9.507815e-01 -5.267055e-01 -3.887271e-03
9.400000e-02 4.095325e-02 3.959671e-01 9.502548e-01 -5.266260e-01 -3.968781e-03
9.500000e-02 4.134882e-02 3.951548e-01 9.497282e-01 -5.265457e-01 -4.051083e-03
9.600000e-02 4.174356e-02 3.943434e-01 9.492017e-01 -5.264646e-01 -4.134176e-03
