5.000000e+00	-1.877134e-08	3.093947e-03	-1.570001e-01	-4.389869e-02	-5.408684e-01
1.000000e+01	2.657950e-06	1.806213e-02	-1.569888e-01	2.158004e-02	3.072929e-01
1.100000e+01	1.018096e-06	4.935432e-03	-1.569998e-01	1.094827e-02	1.384977e-01
1.200000e+01	4.610162e-06	3.895240e-04	-1.569967e-01	7.513898e-03	1.017912e-01
1.300000e+01	1.439231e-07	-1.792803e-03	-1.569998e-01	5.010595e-03	9.451288e-02
1.400000e+01	5.307308e-07	-2.587448e-03	-1.569994e-01	2.839654e-03	9.041876e-02
1.500000e+01	1.923671e-05	-2.473759e-03	-1.570417e-01	1.137274e-03	8.405823e-02
1.600000e+01	1.618854e-05	-1.892002e-03	-1.569889e-01	9.657361e-05	7.801988e-02
1.700000e+01	7.629404e-06	-1.238027e-03	-1.569751e-01	-4.331837e-04	7.411776e-02
1.800000e+01	6.286026e-06	-6.757955e-04	-1.569758e-01	-6.091788e-04	7.251044e-02
1.900000e+01	2.589754e-06	-2.721996e-04	-1.569877e-01	-5.779950e-04	7.251096e-02
2.000000e+01	-3.304405e-06	-2.789705e-05	-1.570093e-01	-4.532093e-04	7.329098e-02
2.100000e+01	-8.297555e-06	9.079529e-05	-1.570311e-01	-3.069613e-04	7.426169e-02
