5.000000e+00	-4.178404e-06	2.200701e-03	-1.524997e-01	-4.250059e-02	-5.531494e-01
1.000000e+01	1.420704e-06	1.341629e-02	-1.524245e-01	1.109255e-02	1.369760e-01
1.100000e+01	1.185639e-06	4.295631e-03	-1.524982e-01	6.507597e-03	1.640316e-02
1.200000e+01	6.676771e-06	1.000905e-03	-1.524973e-01	4.482851e-03	-1.750825e-02
1.300000e+01	-4.017013e-05	-5.243425e-04	-1.525433e-01	2.943896e-03	-2.771647e-02
1.400000e+01	2.365032e-06	-1.056444e-03	-1.524973e-01	1.705240e-03	-3.125084e-02
1.500000e+01	2.074648e-06	-1.090512e-03	-1.524984e-01	7.895872e-04	-3.423722e-02
1.600000e+01	2.198708e-06	-8.668167e-04	-1.524869e-01	2.159532e-04	-3.701798e-02
1.700000e+01	3.647359e-05	-5.647548e-04	-1.524720e-01	-9.265008e-05	-3.905716e-02
1.800000e+01	3.120211e-05	-3.169127e-04	-1.524726e-01	-2.045516e-04	-4.000100e-02
1.900000e+01	1.192849e-05	-1.457646e-04	-1.524823e-01	-2.078003e-04	-4.015120e-02
2.000000e+01	-3.633358e-06	-4.612403e-05	-1.525032e-01	-1.681655e-04	-3.993463e-02
2.100000e+01	-9.802924e-06	7.940129e-07	-1.525292e-01	-1.213392e-04	-3.963473e-02
